재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기말	전기말	전전기말	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_Liabilities	   부채총계	888,300,650,204	809,377,040,749	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_EquityAbstract	자본 [abstract]			
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_IssuedCapital	   자본금	46,822,295,000	46,822,295,000	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_CapitalSurplus	   자본잉여금	103,725,389,530	103,729,185,170	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_ElementsOfOtherStockholdersEquity	   자본조정	-26,516,922,383	-26,516,922,383	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeLossAccumulatedAmount	   기타포괄손익누계액	-1,073,609,098	-227,308,357	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_RetainedEarnings	   이익잉여금(결손금)	256,379,110,004	142,392,992,995	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_Equity	   자본총계	379,336,263,053	266,200,242,425	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_EquityAndLiabilities	자본과부채총계	1,267,636,913,257	1,075,577,283,174	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_AssetsAbstract	자산 [abstract]			
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_CurrentAssets	   유동자산	127,047,857,201	96,556,628,895	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_CashAndCashEquivalents	      현금및현금성자산	58,232,800,828	23,363,655,949	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	dart_ShortTermTradeReceivable	      매출채권	44,455,546,413	45,251,206,718	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	entity00201450_udf_BS_20171026145327450_CurrentAssets	      기타채권	3,834,702,883	10,206,768,740	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	dart_OtherCurrentAssets	      기타유동자산	15,445,977,236	9,946,806,251	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_Inventories	      재고자산	5,078,829,841	7,788,191,237	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_NoncurrentAssets	   비유동자산	1,124,147,224,952	1,076,652,622,338	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	dart_LongTermDepositsNotClassifiedAsCashEquivalents	      장기금융상품	5,000,000	5,000,000	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	entity00201450_udf_BS_201710261456299_NoncurrentAssets	      당기손익-공정가치금융자산	5,371,287,883	5,345,783,255	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	entity00201450_udf_BS_201859141423101_NoncurrentAssets	      기타포괄손익-공정가치금융자산	42,240	207,600	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_InvestmentsInSubsidiariesJointVenturesAndAssociates	      관계기업투자	0	12,407,809,774	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_PropertyPlantAndEquipment	      유형자산	1,032,416,210,996	1,020,483,004,512	
