재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기 3개월 	당기 반기 누적 	전기 반기 3개월 	전기 반기 누적 	전기	전전기
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[086900]	메디톡스	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_DilutedEarningsLossPerShare	   희석주당이익(손실)	1,935	4,441	3,402	7,427		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[015540]	메디파트너생명공학	유가증권시장상장법인	759	기타 사업지원 서비스업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLoss	당기순이익(손실)	-5,287,660,723	-7,516,218,335	-2,393,634,415	-3,924,196,649		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[015540]	메디파트너생명공학	유가증권시장상장법인	759	기타 사업지원 서비스업	12	2019-06-30	반기보고서	KRW	ifrs_OtherComprehensiveIncome	기타포괄손익	0	9,691,375	-7,976,556	-8,611,333		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[015540]	메디파트너생명공학	유가증권시장상장법인	759	기타 사업지원 서비스업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익)	0	-18,502,916	-2,608,338	-4,915,066		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[015540]	메디파트너생명공학	유가증권시장상장법인	759	기타 사업지원 서비스업	12	2019-06-30	반기보고서	KRW	ifrs_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax	      매도가능금융자산평가손익(세후기타포괄손익)	0	0	0	0		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[015540]	메디파트너생명공학	유가증권시장상장법인	759	기타 사업지원 서비스업	12	2019-06-30	반기보고서	KRW	ifrs_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax	      해외사업장환산외환차이(세후기타포괄손익)	0	-18,502,916	-2,608,338	-4,915,066		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[015540]	메디파트너생명공학	유가증권시장상장법인	759	기타 사업지원 서비스업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류되지 않는항목(세후기타포괄손익)	0	28,194,291	-5,368,218	-3,696,267		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[015540]	메디파트너생명공학	유가증권시장상장법인	759	기타 사업지원 서비스업	12	2019-06-30	반기보고서	KRW	entity00108065_udf_IS_20188131341440_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	      기타포괄-공정가치측정금융자산평가이익(손실)	0	28,194,291	-5,368,218	-3,696,267		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[015540]	메디파트너생명공학	유가증권시장상장법인	759	기타 사업지원 서비스업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	      확정급여제도의 재측정손익(세후기타포괄손익)	0	0	0	0		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[015540]	메디파트너생명공학	유가증권시장상장법인	759	기타 사업지원 서비스업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncome	총포괄손익	-5,287,660,723	-7,506,526,960	-2,401,610,971	-3,932,807,982		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[015540]	메디파트너생명공학	유가증권시장상장법인	759	기타 사업지원 서비스업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToAbstract	총 포괄손익의 귀속 [abstract]						
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[015540]	메디파트너생명공학	유가증권시장상장법인	759	기타 사업지원 서비스업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToOwnersOfParent	   지배기업 소유주지분	-5,287,660,723	-7,506,526,960	-2,401,610,971	-3,932,807,982		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[015540]	메디파트너생명공학	유가증권시장상장법인	759	기타 사업지원 서비스업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests	   비지배지분	0	0	0	0		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_Revenue	수익(매출액)	11,335,116,887	23,663,874,036	11,074,404,296	22,572,488,202		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_CostOfSales	매출원가	3,499,052,029	6,977,538,647	3,729,064,432	8,412,085,819		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_GrossProfit	매출총이익	7,836,064,858	16,686,335,389	7,345,339,864	14,160,402,383		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	5,837,391,168	12,271,070,732	5,868,390,904	13,488,849,188		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	entity00453929_udf_IS_201711810564448_StatementOfComprehensiveIncomeAbstract	경상개발비	2,699,946,581	4,883,507,178	2,350,219,548	4,743,447,742		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	-701,272,891	-468,242,521	-873,270,588	-4,071,894,547		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_FinanceIncome	금융수익	874,289,107	1,786,979,210	567,746,333	902,783,886		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_FinanceCosts	금융원가	690,752,909	822,223,277	84,535,738	209,986,955		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	dart_OtherGains	기타이익	379,039,097	525,072,092	841,780,294	969,433,912		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	dart_OtherLosses	기타손실	35,338,768	166,189,416	55,557,275	96,811,476		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	entity00453929_udf_IS_2017117164933197_StatementOfComprehensiveIncomeAbstract	지분법손익	-211,603,597	-494,431,269	-22,955,031	-272,091,799		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	-385,639,961	360,964,819	373,207,995	-2,778,566,979		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_IncomeTaxExpenseContinuingOperations	법인세비용	-2,209,733,185	-1,841,313,029	87,081,779	-50,975,979		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLoss	당기순이익(손실)	1,824,093,224	2,202,277,848	286,126,216	-2,727,591,000		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_OtherComprehensiveIncome	기타포괄손익	-789,806,268	-714,569,863	21,659,598,381	21,551,793,792		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류되지 않는항목(세후기타포괄손익)	-736,498,605	-660,682,605	21,663,920,615	21,535,338,848		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation	      자산재평가손익(세후기타포괄손익)			22,495,130,889	22,495,130,889		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	      확정급여제도의 재측정손익(세후기타포괄손익)	-645,706,605	-645,706,605	-546,499,862	-546,499,862		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments	      지분상품에 대한 투자자산의 세후기타포괄손익	-90,792,000	-14,976,000	-284,710,412	-413,292,179		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익)	-53,307,663	-53,887,258	-4,322,234	16,454,944		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_GainsLossesOnCashFlowHedgesNetOfTax	      이자율스왑평가손익(세후기타포괄손익)	-3,471,691	-7,244,607	-4,486,063	14,926,981		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax	      해외사업장환산외환차이(세후기타포괄손익)	12,187,529	12,459,209	2,111,913	2,566,363		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax	      지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분(세후기타포괄손익)	-62,023,501	-59,101,860	-1,948,084	-1,038,400		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncome	총포괄손익	1,034,286,956	1,487,707,985	21,945,724,597	18,824,202,792		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToAbstract	당기순이익(손실)의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주에게 귀속되는 당기순이익(손실)	1,824,280,601	2,202,608,252	286,257,411	-2,727,059,322		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToNoncontrollingInterests	   비지배지분에 귀속되는 당기순이익(손실)	-187,377	-330,404	-131,195	-531,678		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToAbstract	총 포괄손익의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToOwnersOfParent	   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분	1,034,675,693	1,488,448,977	21,946,387,426	18,825,218,273		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests	   총 포괄손익, 비지배지분	-388,737	-740,992	-662,829	-1,015,481		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_EarningsPerShareAbstract	주당이익 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_BasicEarningsLossPerShare	   기본주당이익(손실)	118	142	18	-176		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[078160]	메디포스트	코스닥시장상장법인	211	기초 의약 물질 제조업	12	2019-06-30	반기보고서	KRW	ifrs_DilutedEarningsLossPerShare	   희석주당이익(손실)	118	142	18	-176		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	entity00808022_udf_IS_2019619154832533_StatementOfComprehensiveIncomeAbstract	영업수익	4,302,328,616	9,166,656,937	4,484,035,906	9,395,223,532		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	entity00808022_udf_IS_2019619163444610_udf_IS_2019619154832533_StatementOfComprehensiveIncomeAbstract	   수수료매출	426,762	655,144		1,493,223		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	entity00808022_udf_IS_2019619163446160_udf_IS_2019619154832533_StatementOfComprehensiveIncomeAbstract	   상품매출	360,210,208	751,521,966	444,244,157	1,648,927,559		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	entity00808022_udf_IS_2019619163445688_udf_IS_2019619154832533_StatementOfComprehensiveIncomeAbstract	   제품매출	3,941,691,646	8,414,479,827	4,039,791,749	7,744,802,750		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	entity00808022_udf_IS_2019619154835359_StatementOfComprehensiveIncomeAbstract	영업비용	-9,458,769,096	-19,554,460,965	-12,548,280,799	-20,779,103,586		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	entity00808022_udf_IS_201961916344827_udf_IS_2019619154835359_StatementOfComprehensiveIncomeAbstract	   상품매출원가	-252,272,922	-600,420,027	-328,200,540	-1,350,661,042		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	entity00808022_udf_IS_2019619163449873_udf_IS_2019619154835359_StatementOfComprehensiveIncomeAbstract	   제품매출원가	-3,312,417,504	-7,029,789,287	-3,434,604,678	-6,506,053,561		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	entity00808022_udf_IS_2019619163449186_udf_IS_2019619154835359_StatementOfComprehensiveIncomeAbstract	   판매비와관리비	-5,894,078,670	-11,924,251,651	-8,785,475,581	-12,922,388,983		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	-5,156,440,480	-10,387,804,028	-8,064,244,893	-11,383,880,054		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	ifrs_FinanceIncome	금융수익	445,602,465	1,557,999,108	966,758,088	2,688,635,590		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	entity00808022_udf_IS_2019619154955439_StatementOfComprehensiveIncomeAbstract	금융비용	-324,731,106	-375,272,321	-158,428,277	-1,792,588,699		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	entity00808022_udf_IS_2019619154957744_StatementOfComprehensiveIncomeAbstract	기타수익	245,230,242	246,182,230	1,956,969	2,717,987		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	entity00808022_udf_IS_2019619154956775_StatementOfComprehensiveIncomeAbstract	기타비용	-4,534,138	-11,659,703	-1,945,293	-28,865,908		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	-4,794,873,017	-8,970,554,714	-7,255,903,406	-10,513,981,084		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	ifrs_IncomeTaxExpenseContinuingOperations	법인세비용	-416,546,951	-601,177,045	654,352,093	242,832,868		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossFromContinuingOperations	계속영업이익(손실)	-4,378,326,066	-8,369,377,669	-7,910,255,499	-10,756,813,952		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLoss	당기순이익(손실)	-4,378,326,066	-8,369,377,669	-7,910,255,499	-10,756,813,952		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	ifrs_OtherComprehensiveIncome	기타포괄손익	-425,879,841	-439,218,097	-286,659,069	-297,022,847		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류되지 않는항목(세후기타포괄손익)	-318,186	-2,137,883	-1,658,423	-12,022,201		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	entity00808022_udf_IS_2019619163615730_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	      순확정급여부채의재측정요소	-318,186	-2,137,883	-1,658,423	-12,022,201		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익)	-425,561,655	-437,080,214	-285,000,646	-285,000,646		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	entity00808022_udf_IS_2019619163648506_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	      해외사업환산손익	-425,561,655	-437,080,214	-285,000,646	-285,000,646		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncome	총포괄손익	-4,804,205,907	-8,808,595,766	-8,196,914,568	-11,053,836,799		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	entity00808022_udf_IS_2019619163736202_StatementOfComprehensiveIncomeAbstract	당기순이익(손실)의귀속1	-4,378,326,066	-8,369,377,669	-7,910,255,499	-10,756,813,952		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	entity00808022_udf_IS_2019619163740715_udf_IS_2019619163736202_StatementOfComprehensiveIncomeAbstract	   지배기업소유주에게 귀속되는 당기순이익(손실)	-4,378,326,066	-8,369,377,669	-7,910,255,499	-10,756,813,952		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToAbstract	총 포괄손익의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	entity00808022_udf_IS_2019619163813498_ComprehensiveIncomeAttributableToAbstract	   지배기업소유주에게귀속되는총포괄손익	-4,804,205,907	-8,808,595,766	-8,196,914,568	-11,053,836,799		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	ifrs_EarningsPerShareAbstract	주당이익 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	ifrs_BasicEarningsLossPerShare	   기본주당이익(손실)	-506	-971	-968	-1,323		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[140410]	메지온	코스닥시장상장법인	701	자연과학 및 공학 연구개발업	12	2019-06-30	반기보고서	KRW	ifrs_DilutedEarningsLossPerShare	   희석주당이익(손실)	-506	-971	-968	-1,323		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[241770]	메카로	코스닥시장상장법인	204	기타 화학제품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLoss	당기순이익(손실)	2,715,533,360	5,591,164,048	8,157,076,270	18,096,887,121		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[241770]	메카로	코스닥시장상장법인	204	기타 화학제품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_OtherComprehensiveIncome	기타포괄손익	-10,000,464	48,611,283	0	0		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[241770]	메카로	코스닥시장상장법인	204	기타 화학제품 제조업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익)	-10,000,464	48,611,283	0	0		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[241770]	메카로	코스닥시장상장법인	204	기타 화학제품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax	      해외사업장환산외환차이(세후기타포괄손익)	-10,000,464	48,611,283	0	0		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[241770]	메카로	코스닥시장상장법인	204	기타 화학제품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncome	총포괄손익	2,705,532,896	5,639,775,331	8,157,076,270	18,096,887,121		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[241770]	메카로	코스닥시장상장법인	204	기타 화학제품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToAbstract	총 포괄손익의 귀속 [abstract]						
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[241770]	메카로	코스닥시장상장법인	204	기타 화학제품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToOwnersOfParent	   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분	2,820,216,837	5,676,546,834	8,157,076,270	18,096,887,121		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[241770]	메카로	코스닥시장상장법인	204	기타 화학제품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests	   총 포괄손익, 비지배지분	-114,683,941	-36,771,503	0	0		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[090370]	메타랩스	유가증권시장상장법인	141	봉제의복 제조업	12	2019-06-30	반기보고서	KRW	ifrs_Revenue	수익(매출액)	26,253,964,235	42,648,331,570	11,536,657,392	21,955,914,549		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[090370]	메타랩스	유가증권시장상장법인	141	봉제의복 제조업	12	2019-06-30	반기보고서	KRW	ifrs_CostOfSales	매출원가	18,810,801,485	26,587,850,459	11,215,792,883	18,250,251,661		
